country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
BGR,Bulgaria,VMRO,Internal Macedonian Revolutionary Organization,Vatreshna Makedonska Revoliucionna Organizacia,Vatreshna Makedonska Revoliucionna Organizacia,right,Right-wing,6.388157794350079,5.969210476122395,6.5044736842105255,6.566666750322307,,,,,,,1016,2005,10,922,40
BGR,Bulgaria,ZNS,Agrarian People's Union,Zemedelski Naroden S?yuz,Zemedelski Naroden Suyuz,agr,Agrarian,5.526315789473684,5.7894736842105265,5.939849552355315,8.947368421052632,80810,,,,704,,867,,10,353,2
BGR,Bulgaria,ZP,Green Party of Bulgaria,Zelena Partija,Zelena Partija,eco,Green/Ecologist,5.555555555555555,,,,,,,,705,,,,10,963,19
BGR,Bulgaria,ZS-AS,"Agrarian Union ""Aleksandar Stamboliyski""","Zemedelski sayuz ""Aleksandar Stamboliyski""","Zemedelski sayuz ""Aleksandar Stamboliyski""",agr,Agrarian,,,,,80812,,,,,,,,10,529,2
BGR,Bulgaria,etc,others,others,others,none,no family,,,,,,,,,,,,,10,783,12
BGR,Bulgaria,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,10,133,12
BGR,Bulgaria,todo,to be coded,to be coded,to be coded,none,no family,,,,,,,,,,,,,10,1464,12
BIH,Bosnia and Herzegovina,DNZ-BiH,Democratic Peoples' Community of Bosnia and Herzegovina,Demokratska Narodna Zajednica Bosne i Hercegovine,Demokratska Narodna Zajednica Bosne i Hercegovine,code,to be coded,,,,,79901,,,,,,,,18,1258,28
BIH,Bosnia and Herzegovina,HDZ-BiH,Croatian Democratic Union of Bosnia and Herzegovina,Hrvatska demokratska zajednica Bosne i Hercegovine,Hrvatska demokratska zajednica Bosne i Hercegovine,chr,Christian democracy,9.210526315789474,7.105263157894737,9.473684210526315,7.894736842105263,79953,38,,,,,534,,18,435,3
BIH,Bosnia and Herzegovina,HNS,Croatian People's Party -- Liberal Democrats,Hrvatska narodna stranka – Liberalni Demokrati,Hrvatska narodna stranka -- Liberalni Demokrati,lib,Liberal,,,,,,39,,,,,,,18,504,6
BIH,Bosnia and Herzegovina,HSLS,Croatian Social Liberal Party,Hrvatska socijalno liberalna stranka,Hrvatska socijalno liberalna stranka,lib,Liberal,,,,,,41,,,,,,,18,1348,6
BIH,Bosnia and Herzegovina,HSP,Croatian Party of Right,Hrvatska stranka prava,Hrvatska stranka prava,right,Right-wing,,,,,,42,,,,,,,18,1052,40
BIH,Bosnia and Herzegovina,HSS,Croatian Peasant Party,Hrvatska selja?ka stranka,Hrvatska seljacka stranka,agr,Agrarian,,,,,,40,,,,,,,18,1607,2
BIH,Bosnia and Herzegovina,IDS-DDI,Istrian Democratic Assembly,Istarski demokratski sabor – Dieta democratica istriana,Istarski demokratski sabor -- Dieta democratica istriana,reg,Regional,,,,,,45,,,,,,,18,1380,9
BIH,Bosnia and Herzegovina,KzCD-BiH,Coalition for a United and Democratic Bosnia and Herzegovina,Koalicija za cjelovitu i demokratsku Bosnu i Hecegovinu,Koalicija za cjelovitu i demokratsku Bosnu i Hecegovinu,code,to be coded,,,,,79421,,,,,,,,18,377,28
BIH,Bosnia and Herzegovina,MBO,Bosnian Muslim Organization,Muslimanska bošnja?ka organizacija,Muslimanska bosnjacka organizacija,lib,Liberal,,,,,79954,,,,,,,,18,777,6
BIH,Bosnia and Herzegovina,NHI,New Croatian Initiative,Nova hrvatska inicijativa,Nova hrvatska inicijativa,code,to be coded,,,,,79423,,,,,,,,18,68,28
BIH,Bosnia and Herzegovina,PDP,Party of Democratic Progress,Partija demokratskog progresa RS,Partija demokratskog progresa RS,con,Conservative,6.052631578947368,6.578947368421052,7.105263157894737,8.68421052631579,79422,,,,,,560,,18,1054,26
BIH,Bosnia and Herzegovina,RSRS,Radical Party of the Republic Serbia,Radikalna Stranka Republike Srpske,Radikalna Stranka Republike Srpske,code,to be coded,,,,,79722,,,,,,,,18,1106,28
BIH,Bosnia and Herzegovina,SBH,Party for Bosnia and Herzegovina,Stranka za Bosnu i Hercegovinu,Stranka za Bosnu i Hercegovinu,right,Right-wing,6.315789473684211,4.2105263157894735,7.368421052631579,7.894736842105263,79723,,,,,,585,,18,1466,40
BIH,Bosnia and Herzegovina,SDA,Party of Democratic Action,Stranka Demokratske Akcije,Stranka Demokratske Akcije,right,Right-wing,8.421052631578947,6.842105263157895,8.947368421052632,7.368421052631579,79951,,,,,,611,,18,634,40
BIH,Bosnia and Herzegovina,SDP-BiH,Social Democratic Party of Bosnia and Hercegovina,Socijaldemokratska partija Bosne i Hercegovine,Socijaldemokratska partija Bosne i Hercegovine,soc,Social democracy,2.3684210526315788,4.473684210526316,4.2105263157894735,10,79321,47,,,,,636,,18,1111,11
BIH,Bosnia and Herzegovina,SDS,Serbian Democratic Party,Srpska Demokratska Stranka,Srpska Demokratska Stranka,con,Conservative,8.947368421052632,5.2631578947368425,9.210526315789474,6.842105263157895,79955,,,,,,661,,18,1336,26
BIH,Bosnia and Herzegovina,SDS-BH,Serbian Democratic Party of Bosnia and Herzegovina,Srpska Demokratska Stranka Bosne i Hercegovine,Srpska Demokratska Stranka Bosne i Hercegovine,right,Right-wing,,,,,79952,,,,,,,,18,931,40
BIH,Bosnia and Herzegovina,SKBiH,League of Communists of Bosnia and Herzegovina,Savez komunista Bosne i Hercegovine,Savez komunista Bosne i Hercegovine,com,Communist/Socialist,,,,,79221,,,,,,,,18,304,14
BIH,Bosnia and Herzegovina,SNSD,Alliance of Independent Social Democrats,Savez nezavisnih socijaldemokrata,Savez nezavisnih socijaldemokrata,com,Communist/Socialist,4.7368421052631575,6.315789473684211,6.578947368421052,9.210526315789474,,,,,,,687,,18,763,14
BIH,Bosnia and Herzegovina,SPRS,Socialist Party of the Republika Srpska,Socijalisti?ka Partija Republike Srpske,Socijalisticka Partija Republike Srpske,com,Communist/Socialist,3.6842105263157894,3.9473684210526314,6.842105263157895,7.631578947368421,79223,,,,,,712,,18,971,14
BIH,Bosnia and Herzegovina,SRS-RS,Serbian Radical Party of the Republic Serbia,Srpska Radikalna Stranka Republike Srpske,Srpska Radikalna Stranka Republike Srpske,right,Right-wing,,,,,79721,,,,,,,,18,1157,40
BIH,Bosnia and Herzegovina,SRSJ,Alliance of Reform Forces of Yugoslavia,Savez reformskih snaga Jugoslavije,Savez reformskih snaga Jugoslavije,code,to be coded,,,,,79222,,,,,,,,18,1533,28
CAN,Canada,BPC,Bloc Populaire Canadien,Bloc Populaire Canadien,Bloc Populaire Canadien,reg,Regional,,,,,,,,,,,,,29,1307,9
CAN,Canada,BQ,Quebec Bloc,Bloc Québécois,Bloc Quebecois,reg,Regional,3.02154192450451,3.120680608247458,2.2062733298853843,,62901,,,,802,,5213,,29,448,9
CAN,Canada,CA,Canadian Alliance,Canadian Alliance,Canadian Alliance,con,Conservative,8.660761180676895,8.766769609953212,9.068826374254735,,62622,,,,,,5233,,29,716,26
CAN,Canada,CP,Communist Party,Communist Party,Communist Party,com,Communist/Socialist,,,,,,,,,,,,,29,556,14
CAN,Canada,CPC,Conservative Party of Canada,Conservative Party of Canada,Conservative Party of Canada,con,Conservative,8.660761180676895,8.766769609953212,9.068826374254735,,,,,,,,5233,,29,1255,26
CAN,Canada,GPC,Green Party of Canada,Green Party of Canada,Green Party of Canada,eco,Green/Ecologist,1.9017543290790737,2.2466614371851894,2.0326679631283424,,,,,,,,5253,,29,1259,19
CAN,Canada,L-P,Liberal-Progressive,Liberal-Progressive,Liberal-Progressive,lib,Liberal,,,,,,,,,,,,,29,2011,6
CAN,Canada,LL,Liberal-Labour,Liberal-Labour,Liberal-Labour,lib,Liberal,,,,,,,,,,,,,29,2085,6
CAN,Canada,LP,Liberal Party of Canada,Liberal Party of Canada,Liberal Party of Canada,lib,Liberal,5.055204214501343,5.350877360293737,3.461538365012721,,62420,,,402,803,,5273,,29,368,6
CAN,Canada,NDP,New Democratic Party,New Democratic Party,New Democratic Party,soc,Social democracy,2.4599656597680286,1.9195047177766476,1.1133603045814895,,62320,,,401,801,,5293,,29,296,11
CAN,Canada,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,con,Conservative,6.711221059163403,6.965944390547894,5.9969636013633165,,62620,,,403,804,,5313,,29,794,26
CAN,Canada,RPC,Reform Party of Canada,Reform Party of Canada,Reform Party of Canada,con,Conservative,8.88888888888889,,,,62621,,,,805,,,,29,897,26
CAN,Canada,SCR,Social Credit Rally,Ralliement créditiste,Ralliement des Creditistes,reg,Regional,,,,,,,,,,,,,29,677,9
CAN,Canada,SSC,Social Credit Party of Canada,Social Credit Party of Canada,Social Credit Party of Canada,spec,Special issue,7.8,,,,62951,,,404,,,,,29,1392,16
CAN,Canada,etc,others,others,others,none,no family,,,,,,,,,,,,,29,1352,12
CAN,Canada,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,29,2067,12
CAN,Canada,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,29,1189,12
CHE,Switzerland,AVL,General List, Allgemeine Volksliste, Allgemeine Volksliste,code,to be coded,,,,,,,,,,,,,40,1958,28
CHE,Switzerland,B/E/fD/Pl,Peasant Party/ Protestants/ Democrats/ Independents, Bauernpartei/Evangelische/freie Demokraten/Parteilose , Bauernpartei/Evangelische/freie Demokraten/Parteilose ,all,electoral alliance,,,,,,,,,,,,,40,1962,27
CHE,Switzerland,BDP,Conservative Democratic Party of Switzerland,Bürgerlich-Demokratische Partei (BDP) Graubünden,Bürgerlich-Demokratische Partei (BDP) Graubünden,con,Conservative,,,,,,,,,,,,,40,1213,26
CHE,Switzerland,BHB,Young Peasants Movement,Bauernheimatbewegung - Jeunes paysans,Bauernheimatbewegung - Jeunes paysans,eco,Green/Ecologist,,,,,,,,,,,,,40,1957,19
CHE,Switzerland,BV,Peasant Union,Bauernvereinigung,Bauernvereinigung,agr,Agrarian,,,,,,,,,,,,,40,1961,2
CHE,Switzerland,CSP-OW,Christian Social Party Obwalden,Christlichsoziale Partei Obwalden,Christlichsoziale Partei Obwalden,chr,Christian democracy,,,,,,,,,,,,,40,1996,3
CHE,Switzerland,CVP-PDC,Conservative Peoples Party,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Christlichdemokratische Volkspartei -- Parti democrate-chretien,chr,Christian democracy,4.728801253246283,5.642105403699368,7.141382819727841,6.338596611692202,43520,288,,,3802,1701,7980,,40,531,3
CHE,Switzerland,CsP-PCS,Christian Social Party,Christlich-soziale Partei – Parti chrétien-social,Christlich-soziale Partei -- Parti chretien-social,chr,Christian democracy,,,,,,,,,,,,,40,1012,3
CHE,Switzerland,DP,Democratic Party,Demokratische Partei,Demokratische Partei,con,Conservative,,,,,,,,,,,,,40,886,26
CHE,Switzerland,EDU-UDF,Federal Democratic Union of Switzerland,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Eidgenössisch-Demokratische Union -- Union Democratique Federale,con,Conservative,8.65789513838921,6.381578947368421,9.424724578857422,0.9868421052631579,43711,,,,,,7996,,40,1318,26
CHE,Switzerland,EJ,Agreement Jura,Entente jurassienne,Entente jurassienne,all,electoral alliance,,,,,,,,,,,,,40,1964,27
CHE,Switzerland,EVP-PEP,Protestant Peoples Party,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Evangelische Volkspartei der Schweiz -- Parti Populaire Evangelique Suisse,chr,Christian democracy,4.924811814960684,4.44976053739849,7.5811867964895265,5.050438496104457,43530,394,,,,1706,8012,,40,602,3
CHE,Switzerland,FDP,FDP.The Liberals,FDP.Die Liberalen,FDP.Die Liberalen,lib,Liberal,,,,,,,,,,,,,40,1991,6
CHE,Switzerland,FDP-PRD,Radical Democratic Party,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Freisinnig-Demokratische Partei der Schweiz -- Parti Radical-Democratique Suisse,lib,Liberal,6.324926984240435,8.010525954397105,3.4158927515933373,6.443859669200149,43420,289,,,3803,1703,8028,,40,26,6
CHE,Switzerland,FL,Free List,Freie Liste,Freie Liste,eco,Green/Ecologist,,,,,,,,,,,,,40,1966,19
CHE,Switzerland,FPS,Freedom Party of Switzerland,Freiheitspartei der Schweiz,Freiheitspartei der Schweiz,spec,Special issue,8.055555555555555,,,0,43951,,,,3806,1713,,,40,1602,16
CHE,Switzerland,FraP,Feminist Green Alternative,Frauen macht Politik,Frauen macht Politik,spec,Special issue,,,,2.5,,,,,,1712,,,40,569,16
CHE,Switzerland,GPL-PVL,Green Liberal Party,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Gruenliberale Partei der Schweiz -- Parti Vert-Liberal,eco,Green/Ecologist,,,,,,,,,,,,,40,308,19
CHE,Switzerland,GV,Grütli Society,Grütliverein --  Grutléen,Grütli Society --  Grutléen,soc,Social democracy,,,,,,,,,,,,,40,1951,11
CHE,Switzerland,Grue,Greens,Grüne – Écologiste,Gruene -- Écologiste,eco,Green/Ecologist,1.6885965748837104,1.7263158998991315,1.0315789674457736,6.506981699090263,43110,290,,,,1711,8044,,40,141,19
CHE,Switzerland,JR,Youth Radical,Jeunes radicaux,Jeunes radicaux,code,to be coded,,,,,,,,,,,,,40,1952,28
CHE,Switzerland,KHM,Committee Herbert Maeder,Komitee Herbert Maeder,Komitee Herbert Maeder,none,no family,,,,,,,,,,,,,40,1967,12
CHE,Switzerland,KPO,Communist Party Opposition,Kommunistische Partei-Opposition,Kommunistische Partei-Opposition,com,Communist/Socialist,,,,,,,,,,,,,40,1955,14
CHE,Switzerland,LPS,Liberal Party of Switzerland,Liberale Partei der Schweiz – Parti liberal suisse,Liberale Partei der Schweiz -- Parti liberal suisse,lib,Liberal,7.2961191768534714,8.477043352629,4.244120748419511,7.666666750322307,43531,,,,3805,1702,8060,,40,458,6
CHE,Switzerland,LSP,Socialist Peoples List,Liste socialiste populaire,Liste socialiste populaire,com,Communist/Socialist,,,,,,,,,,,,,40,1963,14
CHE,Switzerland,LSP/FB,Liberal Socialist Party,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung --  Parti d'économie franche,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung --  Parti d'économie franche,lib,Liberal,,,,,,,,,,,,,40,1960,6
CHE,Switzerland,LdT,Ticino League,Lega dei Ticinesi,Lega dei Ticinesi,right,Right-wing,,,,,,,,,,1714,,,40,1500,40
CHE,Switzerland,LdU-ADI,Independents Alliance,Landesring der Unabhängigen – Alliance des Indépendants,Landesring der Unabhaengigen -- Alliance des Independants,soc,Social democracy,,,,,43321,,,,,,,,40,1264,11
CHE,Switzerland,MCG,Geneva Citizens' Movement,Mouvement citoyens genevois,Mouvement citoyens genevois,right,Right-wing,,,,,,,,,,,,,40,1992,40
CHE,Switzerland,NA-AN,National Action against Foreign Domination,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,Nationale Aktion gegen die Ueberfremdung von Volk und Heimat -- Action Nationale contre l'Emprise et la Surpopulation Etrangere,right,Right-wing,9.424724578857422,6.257310164602157,9.040935917904527,0.23843699589110345,43710,,,,,1709,8092,,40,628,40
CHE,Switzerland,NF,National Front, Nationale Front - Front national , Nationale Front - Front national ,right,Right-wing,,,,,,,,,,,,,40,1956,40
CHE,Switzerland,POCH,Progressive Organisations of Switzerland,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisationen der Schweiz -- Organisations progressistes de Suisse,com,Communist/Socialist,,,,,,,,,,,,,40,964,14
CHE,Switzerland,PPN,National Progressive Party,Parti progressiste national,Parti progressiste national,right,Right-wing,,,,,,,,,,,,,40,1953,40
CHE,Switzerland,PSA,Autonomous Socialist Party,Partito socialista autonomo,Partito socialista autonomo,com,Communist/Socialist,,,,5,,,,,,1710,,,40,224,14
CHE,Switzerland,PdA,Swiss Party of Labour,Partei der Arbeit der Schweiz,Partei der Arbeit der Schweiz,com,Communist/Socialist,0.5263157894736842,0.583524076562179,1.6148326271458686,6.889338660658439,43220,,,,,1707,8076,,40,1167,14
CHE,Switzerland,RB,Republican Movement,Republikanische Bewegung,Republikanische Bewegung,right,Right-wing,,,,,,,,,,,,,40,564,40
CHE,Switzerland,S,Solidarity,solidaritéS,solidariteS,com,Communist/Socialist,,,,,,,,,,,,,40,1226,14
CHE,Switzerland,SP-PS,Social Democratic Party of Switzerland,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Sozialdemokratische Partei der Schweiz -- Parti Socialiste Suisse,soc,Social democracy,1.8318713868570597,1.757894817151521,1.2280701336107738,9.061403709545482,43320,291,,,3801,1704,8108,,40,35,11
CHE,Switzerland,SVP-UDC,Swiss People's Party,Schweizerische Volkspartei – Union Démocratique du Centre,Schweizerische Volkspartei -- Union Democratique du Centre,agr,Agrarian,7.357456140350877,8.968421534488053,8.338493547941525,0.6368421002438185,43810,292,,,3804,1705,8124,,40,750,2
CHE,Switzerland,UDE,Union de défense économique,Union de défense économique,Union de défense économique,right,Right-wing,,,,,,,,,,,,,40,1954,40
CHE,Switzerland,UJ,Unity Jura,Unité jurassienne,Unité jurassienne,reg,Regional,,,,,,,,,,,,,40,1965,9
CHE,Switzerland,UN,National Union,Union Nationale,Union Nationale,right,Right-wing,,,,,,,,,,,,,40,1959,40
CHE,Switzerland,etc,others,andere,andere,none,no family,,,,,,,,,,,,,40,545,12
CHE,Switzerland,none,no party affiliation,parteilos,parteilos,none,no family,,,,,,,,,,,,,40,1211,12
CYP,Cyprus,A/D/E,AKEL/DIKO/EDEK,AKEL/DIKO/EDEK,AKEL/DIKO/EDEK,all,electoral alliance,,,,,,,,,,,,,51,1775,27
CYP,Cyprus,ADISOK,Democratic Socialist Renewal Movement,Anorthotiko Dimokratiko Sosialistiko Kinima,Anorthotiko Dimokratiko Sosialistiko Kinima,com,Communist/Socialist,,,,,,,,,,,,,51,1779,14
CYP,Cyprus,ADK,Fighting Democratic Movement,Agonistiko Dimokratiko Kinima,Agonistiko Dimokratiko Kinima,right,Right-wing,7.7631578947368425,5.2631578947368425,5,8.157894736842104,,,,,,,5333,,51,1049,40
CYP,Cyprus,AKEL,Progressive Party of Working People,Anorthotikó Kómma Ergazómenou Laoú,Anorthotikon Komma Ergazemenou Laou,com,Communist/Socialist,1.0526315789473684,2.6315789473684212,6.184210526315789,6.184210526315789,55321,49,1196321,,,,5351,,51,572,14
CYP,Cyprus,DIKO,Democratic Party,Dimokratikó Kómma,Dimokratiko Komma,con,Conservative,5.131578947368421,4.078947368421052,6.052631578947368,8.026315789473685,55422,50,1196422,,,,5369,,51,851,26
CYP,Cyprus,DISY,Democratic Rally,Dimokratikós Sinayermós,Dimokratikos Synagermos,con,Conservative,8.68421052631579,7.368421052631579,5,9.473684210526315,55711,51,1196711,,,,5387,,51,1575,26
CYP,Cyprus,ED,Free Democrats Movement,Enomeni Dimokrates,Enomeni Dimokrates,lib,Liberal,7.105263157894737,6.052631578947368,4.342105263157895,9.736842105263158,55423,,,,,,5423,,51,1523,6
CYP,Cyprus,EDEK,Movement for Social Democracy EDEK,Kinima Sosialdimokraton EDEK,Kinima Sosialdimokraton EDEK,soc,Social democracy,3.289473684210526,4.7368421052631575,5.921052631578948,8.81578947368421,55323,54,1196322,,,,5405,,51,945,11
CYP,Cyprus,EK,European Party,Evropaiko Komma,Evropaiko Komma,lib,Liberal,,,,,,52,1196600,,,,,,51,491,6
CYP,Cyprus,EK,Union Center,Enosi Kentrou,Enosi Kentrou,lib,Liberal,,,,,,,,,,,,,51,1777,6
CYP,Cyprus,ELAM,National Popular Front,Ethniko Laiko Metopo,Ethniko Laiko Metopo,right,Right-wing,,,,,,,,,,,,,51,1768,40
CYP,Cyprus,GTE,For Europe,Gia tin Evropi,For Europe,con,Conservative,,,,,,,,,,,,,51,768,26
CYP,Cyprus,Greek,Greek,Greek,Greek,none,no family,,,,,,,,,,,,,51,1071,12
CYP,Cyprus,KEP,Free Citizens Movement,K.E.P,K.E.P,code,to be coded,,,,,,,,,,,,,51,1735,28
CYP,Cyprus,KF,Liberal Party,Komma Fileleftheron,Komma Fileleftheron,lib,Liberal,,,,,55421,,,,,,,,51,155,6
CYP,Cyprus,KOP,Ecological and Environmental Movement,Kinima Oikologoi Perivallontistoi,Kinima Oikologoi Perivallontistoi,eco,Green/Ecologist,5.7894736842105265,5.526315789473684,5.7894736842105265,7.5,,53,1196110,,,,5441,,51,1621,19
CYP,Cyprus,NEDEPA,New Democratic Front,Nea Demokratiki Parataxi,Nea Demokratiki Parataxi,code,to be coded,,,,,,,,,,,,,51,1778,28
